name,source,repository,kinematics,nstatv,ntens,props_count,material_provenance,nstatv_provenance,loading_probe,furthest_stage,primal_parity,rows_total,rows_agreeing,rows_disagreeing,rows_unresolved,structural_zeros,worst_relative_error,driven_through,reference_perturbation,blocker
PureGrowth,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/Flat/Th001/PureGrowth.for,Th001,finite,9,6,1,"Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp, *Material name=neoHookean at line 32890",*DEPVAR in Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",contract_constructed,,0,0,0,0,0,,,,transform_blocked | Promoted variable READDETF is indexed in a stress region but has no confirmed shape.
BodyForce-Growth-2Stages,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/Flat/Th002/BodyForce-Growth-2Stages.for,Th002,finite,9,6,1,"Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp, *Material name=neoHookean at line 32890",*DEPVAR in Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",contract_constructed,,0,0,0,0,0,,,,transform_blocked | Promoted variable READDETF is indexed in a stress region but has no confirmed shape.
PureGrowth,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/Flat/Th002/PureGrowth.for,Th002,finite,9,6,1,"Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp, *Material name=neoHookean at line 32890",*DEPVAR in Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",contract_constructed,,0,0,0,0,0,,,,transform_blocked | Promoted variable READDETF is indexed in a stress region but has no confirmed shape.
BodyForce-Growth-2Stages,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/Flat/Th002-Visualization/BodyForce-Growth-2Stages.for,Th002-Visualization,finite,9,6,1,"Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp, *Material name=neoHookean at line 32890",*DEPVAR in Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",contract_constructed,,0,0,0,0,0,,,,transform_blocked | Promoted variable READDETF is indexed in a stress region but has no confirmed shape.
BodyForce-Growth-2Stages,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/Flat/Th005/BodyForce-Growth-2Stages.for,Th005,finite,9,6,1,"Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp, *Material name=neoHookean at line 32890",*DEPVAR in Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",contract_constructed,,0,0,0,0,0,,,,transform_blocked | Promoted variable READDETF is indexed in a stress region but has no confirmed shape.
PureGravity,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/Flat/Th005/PureGravity.for,Th005,finite,9,6,1,"Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp, *Material name=neoHookean at line 32890",*DEPVAR in Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",contract_constructed,,0,0,0,0,0,,,,transform_blocked | Promoted variable READDETF is indexed in a stress region but has no confirmed shape.
PureGrowth,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/Flat/Th005/PureGrowth.for,Th005,finite,9,6,1,"Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp, *Material name=neoHookean at line 32890",*DEPVAR in Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",contract_constructed,,0,0,0,0,0,,,,transform_blocked | Promoted variable READDETF is indexed in a stress region but has no confirmed shape.
BodyForce-Growth-2Stages,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/Flat/Th005-Visualization/BodyForce-Growth-2Stages.for,Th005-Visualization,finite,9,6,1,"Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp, *Material name=neoHookean at line 32890",*DEPVAR in Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",contract_constructed,,0,0,0,0,0,,,,transform_blocked | Promoted variable READDETF is indexed in a stress region but has no confirmed shape.
BodyForce-Growth-2Stages,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/Flat/Th01/BodyForce-Growth-2Stages.for,Th01,finite,9,6,1,"Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp, *Material name=neoHookean at line 32890",*DEPVAR in Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",contract_constructed,,0,0,0,0,0,,,,transform_blocked | Promoted variable READDETF is indexed in a stress region but has no confirmed shape.
PureGrowth,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/Flat/Th01/PureGrowth.for,Th01,finite,9,6,1,"Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp, *Material name=neoHookean at line 32890",*DEPVAR in Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",contract_constructed,,0,0,0,0,0,,,,transform_blocked | Promoted variable READDETF is indexed in a stress region but has no confirmed shape.
BodyForce-Growth-2Stages,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/HelixUp/Th001/BodyForce-Growth-2Stages.for,Th001,finite,9,6,1,"Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp, *Material name=neoHookean at line 32890",*DEPVAR in Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",contract_constructed,,0,0,0,0,0,,,,transform_blocked | Promoted variable READDETF is indexed in a stress region but has no confirmed shape.
PureGravity,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/HelixUp/Th001/PureGravity.for,Th001,finite,9,6,1,"Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp, *Material name=neoHookean at line 32890",*DEPVAR in Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",contract_constructed,,0,0,0,0,0,,,,transform_blocked | Promoted variable READDETF is indexed in a stress region but has no confirmed shape.
BodyForce-Growth-2Stages,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/HelixUp/Th002/BodyForce-Growth-2Stages.for,Th002,finite,9,6,1,"Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp, *Material name=neoHookean at line 32890",*DEPVAR in Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",contract_constructed,,0,0,0,0,0,,,,transform_blocked | Promoted variable READDETF is indexed in a stress region but has no confirmed shape.
PureGravity,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/HelixUp/Th002/PureGravity.for,Th002,finite,9,6,1,"Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp, *Material name=neoHookean at line 32890",*DEPVAR in Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",contract_constructed,,0,0,0,0,0,,,,transform_blocked | Promoted variable READDETF is indexed in a stress region but has no confirmed shape.
PureGrowth,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/HelixUp/Th002/PureGrowth.for,Th002,finite,9,6,1,"Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp, *Material name=neoHookean at line 32890",*DEPVAR in Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",contract_constructed,,0,0,0,0,0,,,,transform_blocked | Promoted variable READDETF is indexed in a stress region but has no confirmed shape.
BodyForce-Growth-2Stages,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/HelixUp/Th005/BodyForce-Growth-2Stages.for,Th005,finite,9,6,1,"Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp, *Material name=neoHookean at line 32890",*DEPVAR in Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",contract_constructed,,0,0,0,0,0,,,,transform_blocked | Promoted variable READDETF is indexed in a stress region but has no confirmed shape.
PureGravity,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/HelixUp/Th005/PureGravity.for,Th005,finite,9,6,1,"Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp, *Material name=neoHookean at line 32890",*DEPVAR in Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",contract_constructed,,0,0,0,0,0,,,,transform_blocked | Promoted variable READDETF is indexed in a stress region but has no confirmed shape.
PureGrowth,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/HelixUp/Th005/PureGrowth.for,Th005,finite,9,6,1,"Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp, *Material name=neoHookean at line 32890",*DEPVAR in Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",contract_constructed,,0,0,0,0,0,,,,transform_blocked | Promoted variable READDETF is indexed in a stress region but has no confirmed shape.
BodyForce-Growth-2Stages,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/HelixUp/Th01/BodyForce-Growth-2Stages.for,Th01,finite,9,6,1,"Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp, *Material name=neoHookean at line 32890",*DEPVAR in Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",contract_constructed,,0,0,0,0,0,,,,transform_blocked | Promoted variable READDETF is indexed in a stress region but has no confirmed shape.
PureGravity,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/HelixUp/Th01/PureGravity.for,Th01,finite,9,6,1,"Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp, *Material name=neoHookean at line 32890",*DEPVAR in Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",contract_constructed,,0,0,0,0,0,,,,transform_blocked | Promoted variable READDETF is indexed in a stress region but has no confirmed shape.
BodyForce-Growth-2Stages,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ParabolicDown/Th001/BodyForce-Growth-2Stages.for,Th001,finite,9,6,1,"Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp, *Material name=neoHookean at line 32890",*DEPVAR in Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",contract_constructed,,0,0,0,0,0,,,,transform_blocked | Promoted variable READDETF is indexed in a stress region but has no confirmed shape.
PureGravity,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ParabolicDown/Th001/PureGravity.for,Th001,finite,9,6,1,"Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp, *Material name=neoHookean at line 32890",*DEPVAR in Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",contract_constructed,,0,0,0,0,0,,,,transform_blocked | Promoted variable READDETF is indexed in a stress region but has no confirmed shape.
BodyForce-Growth-2Stages,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ParabolicDown/Th002/BodyForce-Growth-2Stages.for,Th002,finite,9,6,1,"Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp, *Material name=neoHookean at line 32890",*DEPVAR in Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",contract_constructed,,0,0,0,0,0,,,,transform_blocked | Promoted variable READDETF is indexed in a stress region but has no confirmed shape.
PureGrowth,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ParabolicDown/Th002/PureGrowth.for,Th002,finite,9,6,1,"Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp, *Material name=neoHookean at line 32890",*DEPVAR in Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",contract_constructed,,0,0,0,0,0,,,,transform_blocked | Promoted variable READDETF is indexed in a stress region but has no confirmed shape.
BodyForce-Growth-2Stages,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ParabolicDown/Th005/BodyForce-Growth-2Stages.for,Th005,finite,9,6,1,"Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp, *Material name=neoHookean at line 32890",*DEPVAR in Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",contract_constructed,,0,0,0,0,0,,,,transform_blocked | Promoted variable READDETF is indexed in a stress region but has no confirmed shape.
PureGravity,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ParabolicDown/Th005/PureGravity.for,Th005,finite,9,6,1,"Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp, *Material name=neoHookean at line 32890",*DEPVAR in Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",contract_constructed,,0,0,0,0,0,,,,transform_blocked | Promoted variable READDETF is indexed in a stress region but has no confirmed shape.
PureGrowth,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ParabolicDown/Th01/PureGrowth.for,Th01,finite,9,6,1,"Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp, *Material name=neoHookean at line 32890",*DEPVAR in Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",contract_constructed,,0,0,0,0,0,,,,transform_blocked | Promoted variable READDETF is indexed in a stress region but has no confirmed shape.
PureGrowth,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ParabolicUp/Th001/PureGrowth.for,Th001,finite,9,6,1,"Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp, *Material name=neoHookean at line 32890",*DEPVAR in Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",contract_constructed,,0,0,0,0,0,,,,transform_blocked | Promoted variable READDETF is indexed in a stress region but has no confirmed shape.
PureGrowth,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ParabolicUp/Th002/PureGrowth.for,Th002,finite,9,6,1,"Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp, *Material name=neoHookean at line 32890",*DEPVAR in Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",contract_constructed,,0,0,0,0,0,,,,transform_blocked | Promoted variable READDETF is indexed in a stress region but has no confirmed shape.
BodyForce-Growth-2Stages,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ParabolicUp/Th01/BodyForce-Growth-2Stages.for,Th01,finite,9,6,1,"Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp, *Material name=neoHookean at line 32890",*DEPVAR in Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",contract_constructed,,0,0,0,0,0,,,,transform_blocked | Promoted variable READDETF is indexed in a stress region but has no confirmed shape.
PureGravity,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-4/Experiment-DRAGONSKIN20-ArcDown/Th01/PureGravity.for,Th01,finite,9,6,1,"Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp, *Material name=neoHookean at line 32890",*DEPVAR in Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",contract_constructed,,0,0,0,0,0,,,,transform_blocked | Promoted variable READDETF is indexed in a stress region but has no confirmed shape.
PureGrowth,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-4/Experiment-DRAGONSKIN20-ArcDown/Th01/PureGrowth.for,Th01,finite,9,6,1,"Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp, *Material name=neoHookean at line 32890",*DEPVAR in Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",contract_constructed,,0,0,0,0,0,,,,transform_blocked | Promoted variable READDETF is indexed in a stress region but has no confirmed shape.
PureGrowth,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-4/Experiment-DRAGONSKIN20-Flat/Th005/PureGrowth.for,Th005,finite,9,6,1,"Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp, *Material name=neoHookean at line 32890",*DEPVAR in Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",contract_constructed,,0,0,0,0,0,,,,transform_blocked | Promoted variable READDETF is indexed in a stress region but has no confirmed shape.
PureGrowth,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-4/Experiment-DRAGONSKIN20-Flat/Th01/PureGrowth.for,Th01,finite,9,6,1,"Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp, *Material name=neoHookean at line 32890",*DEPVAR in Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",contract_constructed,,0,0,0,0,0,,,,transform_blocked | Promoted variable READDETF is indexed in a stress region but has no confirmed shape.
PureGravity,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-4/Experiment-ECOFLEX0030-ArcDown/Th005/PureGravity.for,Th005,finite,9,6,1,"Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp, *Material name=neoHookean at line 32890",*DEPVAR in Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",contract_constructed,,0,0,0,0,0,,,,transform_blocked | Promoted variable READDETF is indexed in a stress region but has no confirmed shape.
PureGravity,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-4/Experiment-ECOFLEX0030-ArcDown/Th01/PureGravity.for,Th01,finite,9,6,1,"Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp, *Material name=neoHookean at line 32890",*DEPVAR in Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",contract_constructed,,0,0,0,0,0,,,,transform_blocked | Promoted variable READDETF is indexed in a stress region but has no confirmed shape.
BodyForce-Growth-2Stages,Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-4/Experiment-ECOFLEX0030-Flat/Th005/BodyForce-Growth-2Stages.for,Th005,finite,9,6,1,"Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp, *Material name=neoHookean at line 32890",*DEPVAR in Jeff97__Programming-Plane-Strain-Plates-through-Growth-Under-Body-Forces/Examples-In-Section-3/ArcDown/Th001/Beam-Gravity-C0-100MPa.inp,"declared probe, chosen by the verification harness; not read from a deck and not this source's own loading history",contract_constructed,,0,0,0,0,0,,,,transform_blocked | Promoted variable READDETF is indexed in a stress region but has no confirmed shape.
