increment,branch,stress_component,order,directions,direction_pattern,step_factor,step,fd_value,fd_value_normalized,invariant_across_stencil,oti_derivative,reference_classification,nominal_branch,node_branches,branch_consistent,min_branch_margin,min_branch_margin_unavailable_reason,admissible,rejection_reason
1,elastic,2,4,1|1|2|2,mixed,0.25,1e-05,157291.75,6.553822916666668e-10,False,0.0,expected_zero_independently_supported,elastic,elastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
1,elastic,2,4,1|1|2|2,mixed,0.125,5e-06,-1656434.0,-6.901808333333334e-09,False,0.0,expected_zero_independently_supported,elastic,elastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
1,elastic,2,4,1|1|2|2,mixed,0.0625,2.5e-06,-1126128.0,-4.692200000000001e-09,False,0.0,expected_zero_independently_supported,elastic,elastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
1,elastic,3,4,1|1|2|2,mixed,16.0,0.00064,-115676578754.29158,-0.00048198574480954833,False,0.0,expected_zero_independently_supported,elastic,elastic|inelastic,False,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",False,"stencil left the nominal 'elastic' branch (nodes reached 'inelastic'), so the difference spans a non-smooth branch boundary"
1,elastic,3,4,1|1|2|2,mixed,8.0,0.00032,9813282647159.229,0.040888677696496796,False,0.0,expected_zero_independently_supported,elastic,elastic|inelastic,False,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",False,"stencil left the nominal 'elastic' branch (nodes reached 'inelastic'), so the difference spans a non-smooth branch boundary"
1,elastic,3,4,1|1|2|2,mixed,4.0,0.00016,54297302185891.95,0.22623875910788319,False,0.0,expected_zero_independently_supported,elastic,elastic|inelastic,False,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",False,"stencil left the nominal 'elastic' branch (nodes reached 'inelastic'), so the difference spans a non-smooth branch boundary"
1,elastic,3,4,1|1|2|2,mixed,2.0,8e-05,13692902923.491455,5.70537621812144e-05,False,0.0,expected_zero_independently_supported,elastic,elastic|inelastic,False,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",False,"stencil left the nominal 'elastic' branch (nodes reached 'inelastic'), so the difference spans a non-smooth branch boundary"
1,elastic,3,4,1|1|2|2,mixed,1.0,4e-05,-5538.0859375,-2.307535807291667e-11,False,0.0,expected_zero_independently_supported,elastic,elastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
1,elastic,3,4,1|1|2|2,mixed,0.5,2e-05,-116507.25,-4.854468750000001e-10,False,0.0,expected_zero_independently_supported,elastic,elastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
1,elastic,3,4,1|1|2|2,mixed,0.25,1e-05,-8132754.0,-3.3886475000000006e-08,False,0.0,expected_zero_independently_supported,elastic,elastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
1,elastic,3,4,1|1|2|2,mixed,0.125,5e-06,-27942272.0,-1.1642613333333336e-07,False,0.0,expected_zero_independently_supported,elastic,elastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
1,elastic,3,4,1|1|2|2,mixed,0.0625,2.5e-06,-315119104.0,-1.312996266666667e-06,False,0.0,expected_zero_independently_supported,elastic,elastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
1,elastic,4,4,1|1|2|2,mixed,16.0,0.00064,0.0,0.0,True,0.0,expected_zero_independently_supported,elastic,elastic|inelastic,False,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",False,"stencil left the nominal 'elastic' branch (nodes reached 'inelastic'), so the difference spans a non-smooth branch boundary"
1,elastic,4,4,1|1|2|2,mixed,8.0,0.00032,0.0,0.0,True,0.0,expected_zero_independently_supported,elastic,elastic|inelastic,False,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",False,"stencil left the nominal 'elastic' branch (nodes reached 'inelastic'), so the difference spans a non-smooth branch boundary"
1,elastic,4,4,1|1|2|2,mixed,4.0,0.00016,0.0,0.0,True,0.0,expected_zero_independently_supported,elastic,elastic|inelastic,False,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",False,"stencil left the nominal 'elastic' branch (nodes reached 'inelastic'), so the difference spans a non-smooth branch boundary"
1,elastic,4,4,1|1|2|2,mixed,2.0,8e-05,0.0,0.0,True,0.0,expected_zero_independently_supported,elastic,elastic|inelastic,False,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",False,"stencil left the nominal 'elastic' branch (nodes reached 'inelastic'), so the difference spans a non-smooth branch boundary"
1,elastic,4,4,1|1|2|2,mixed,1.0,4e-05,0.0,0.0,True,0.0,expected_zero_independently_supported,elastic,elastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
1,elastic,4,4,1|1|2|2,mixed,0.5,2e-05,0.0,0.0,True,0.0,expected_zero_independently_supported,elastic,elastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
1,elastic,4,4,1|1|2|2,mixed,0.25,1e-05,0.0,0.0,True,0.0,expected_zero_independently_supported,elastic,elastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
1,elastic,4,4,1|1|2|2,mixed,0.125,5e-06,0.0,0.0,True,0.0,expected_zero_independently_supported,elastic,elastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
1,elastic,4,4,1|1|2|2,mixed,0.0625,2.5e-06,0.0,0.0,True,0.0,expected_zero_independently_supported,elastic,elastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
1,elastic,1,2,1|2,mixed,16.0,0.00064,41364475.02272335,0.1723519792613473,False,0.0,expected_zero_independently_supported,elastic,elastic|inelastic,False,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",False,"stencil left the nominal 'elastic' branch (nodes reached 'inelastic'), so the difference spans a non-smooth branch boundary"
1,elastic,1,2,1|2,mixed,8.0,0.00032,-46033440.558996074,-0.1918060023291503,False,0.0,expected_zero_independently_supported,elastic,elastic|inelastic,False,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",False,"stencil left the nominal 'elastic' branch (nodes reached 'inelastic'), so the difference spans a non-smooth branch boundary"
1,elastic,1,2,1|2,mixed,4.0,0.00016,-2584644.1910807714,-0.01076935079616988,False,0.0,expected_zero_independently_supported,elastic,elastic|inelastic,False,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",False,"stencil left the nominal 'elastic' branch (nodes reached 'inelastic'), so the difference spans a non-smooth branch boundary"
1,elastic,1,2,1|2,mixed,2.0,8e-05,2275.002665915905,9.479177774649604e-06,False,0.0,expected_zero_independently_supported,elastic,elastic|inelastic,False,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",False,"stencil left the nominal 'elastic' branch (nodes reached 'inelastic'), so the difference spans a non-smooth branch boundary"
1,elastic,1,2,1|2,mixed,1.0,4e-05,-1.6121193766593933e-05,-6.717164069414138e-14,False,0.0,expected_zero_independently_supported,elastic,elastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
1,elastic,1,2,1|2,mixed,0.5,2e-05,5.804933607578278e-06,2.418722336490949e-14,False,0.0,expected_zero_independently_supported,elastic,elastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
1,elastic,1,2,1|2,mixed,0.25,1e-05,-9.155645966529846e-05,-3.8148524860541025e-13,False,0.0,expected_zero_independently_supported,elastic,elastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
1,elastic,1,2,1|2,mixed,0.125,5e-06,-0.0011330991983413696,-4.721246659755707e-12,False,0.0,expected_zero_independently_supported,elastic,elastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
1,elastic,1,2,1|2,mixed,0.0625,2.5e-06,0.0032086968421936035,1.3369570175806682e-11,False,0.0,expected_zero_independently_supported,elastic,elastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
1,elastic,2,2,1|2,mixed,16.0,0.00064,-32938046.05342284,-0.1372418585559285,False,0.0,expected_zero_independently_supported,elastic,elastic|inelastic,False,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",False,"stencil left the nominal 'elastic' branch (nodes reached 'inelastic'), so the difference spans a non-smooth branch boundary"
1,elastic,2,2,1|2,mixed,8.0,0.00032,37886014.376823515,0.15785839323676462,False,0.0,expected_zero_independently_supported,elastic,elastic|inelastic,False,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",False,"stencil left the nominal 'elastic' branch (nodes reached 'inelastic'), so the difference spans a non-smooth branch boundary"
1,elastic,2,2,1|2,mixed,4.0,0.00016,2683709.012877687,0.011182120886990362,False,0.0,expected_zero_independently_supported,elastic,elastic|inelastic,False,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",False,"stencil left the nominal 'elastic' branch (nodes reached 'inelastic'), so the difference spans a non-smooth branch boundary"
1,elastic,2,2,1|2,mixed,2.0,8e-05,-1924.4643099782843,-8.018601291576183e-06,False,0.0,expected_zero_independently_supported,elastic,elastic|inelastic,False,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",False,"stencil left the nominal 'elastic' branch (nodes reached 'inelastic'), so the difference spans a non-smooth branch boundary"
1,elastic,2,2,1|2,mixed,1.0,4e-05,6.979098543524742e-08,2.9079577264686424e-16,False,0.0,expected_zero_independently_supported,elastic,elastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
1,elastic,2,2,1|2,mixed,0.5,2e-05,9.867362678050995e-07,4.1114011158545804e-15,False,0.0,expected_zero_independently_supported,elastic,elastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
1,elastic,2,2,1|2,mixed,0.25,1e-05,-3.5320408642292023e-07,-1.4716836934288342e-15,False,0.0,expected_zero_independently_supported,elastic,elastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
1,elastic,2,2,1|2,mixed,0.125,5e-06,-5.380716174840927e-07,-2.241965072850386e-15,False,0.0,expected_zero_independently_supported,elastic,elastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
1,elastic,2,2,1|2,mixed,0.0625,2.5e-06,-5.808193236589432e-06,-2.4200805152455966e-14,False,0.0,expected_zero_independently_supported,elastic,elastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
1,elastic,3,2,1|2,mixed,16.0,0.00064,-8426428.969300343,-0.035110120705418094,False,0.0,expected_zero_independently_supported,elastic,elastic|inelastic,False,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",False,"stencil left the nominal 'elastic' branch (nodes reached 'inelastic'), so the difference spans a non-smooth branch boundary"
1,elastic,3,2,1|2,mixed,8.0,0.00032,8147426.182172611,0.03394760909238588,False,0.0,expected_zero_independently_supported,elastic,elastic|inelastic,False,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",False,"stencil left the nominal 'elastic' branch (nodes reached 'inelastic'), so the difference spans a non-smooth branch boundary"
1,elastic,3,2,1|2,mixed,4.0,0.00016,-99064.82179624811,-0.00041277009081770044,False,0.0,expected_zero_independently_supported,elastic,elastic|inelastic,False,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",False,"stencil left the nominal 'elastic' branch (nodes reached 'inelastic'), so the difference spans a non-smooth branch boundary"
1,elastic,3,2,1|2,mixed,2.0,8e-05,-350.53835336775956,-1.4605764723656648e-06,False,0.0,expected_zero_independently_supported,elastic,elastic|inelastic,False,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",False,"stencil left the nominal 'elastic' branch (nodes reached 'inelastic'), so the difference spans a non-smooth branch boundary"
1,elastic,3,2,1|2,mixed,1.0,4e-05,-1.3278186088427901e-06,-5.532577536844959e-15,False,0.0,expected_zero_independently_supported,elastic,elastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
1,elastic,3,2,1|2,mixed,0.5,2e-05,-7.778056897222996e-06,-3.240857040509582e-14,False,0.0,expected_zero_independently_supported,elastic,elastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
1,elastic,3,2,1|2,mixed,0.25,1e-05,-1.4295801520347595e-06,-5.956583966811498e-15,False,0.0,expected_zero_independently_supported,elastic,elastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
1,elastic,3,2,1|2,mixed,0.125,5e-06,-4.317611455917358e-06,-1.799004773298899e-14,False,0.0,expected_zero_independently_supported,elastic,elastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
1,elastic,3,2,1|2,mixed,0.0625,2.5e-06,-0.0002515166997909546,-1.0479862491289773e-12,False,0.0,expected_zero_independently_supported,elastic,elastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
1,elastic,4,2,1|2,mixed,16.0,0.00064,0.0,0.0,True,0.0,expected_zero_independently_supported,elastic,elastic|inelastic,False,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",False,"stencil left the nominal 'elastic' branch (nodes reached 'inelastic'), so the difference spans a non-smooth branch boundary"
1,elastic,4,2,1|2,mixed,8.0,0.00032,0.0,0.0,True,0.0,expected_zero_independently_supported,elastic,elastic|inelastic,False,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",False,"stencil left the nominal 'elastic' branch (nodes reached 'inelastic'), so the difference spans a non-smooth branch boundary"
1,elastic,4,2,1|2,mixed,4.0,0.00016,0.0,0.0,True,0.0,expected_zero_independently_supported,elastic,elastic|inelastic,False,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",False,"stencil left the nominal 'elastic' branch (nodes reached 'inelastic'), so the difference spans a non-smooth branch boundary"
1,elastic,4,2,1|2,mixed,2.0,8e-05,0.0,0.0,True,0.0,expected_zero_independently_supported,elastic,elastic|inelastic,False,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",False,"stencil left the nominal 'elastic' branch (nodes reached 'inelastic'), so the difference spans a non-smooth branch boundary"
1,elastic,4,2,1|2,mixed,1.0,4e-05,0.0,0.0,True,0.0,expected_zero_independently_supported,elastic,elastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
1,elastic,4,2,1|2,mixed,0.5,2e-05,0.0,0.0,True,0.0,expected_zero_independently_supported,elastic,elastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
1,elastic,4,2,1|2,mixed,0.25,1e-05,0.0,0.0,True,0.0,expected_zero_independently_supported,elastic,elastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
1,elastic,4,2,1|2,mixed,0.125,5e-06,0.0,0.0,True,0.0,expected_zero_independently_supported,elastic,elastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
1,elastic,4,2,1|2,mixed,0.0625,2.5e-06,0.0,0.0,True,0.0,expected_zero_independently_supported,elastic,elastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
2,inelastic,1,2,1|1,repeated,16.0,0.00064,-11024666.881533735,-0.04593611200639056,False,-12632571.032442875,resolved,inelastic,elastic|inelastic,False,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",False,"stencil left the nominal 'inelastic' branch (nodes reached 'elastic'), so the difference spans a non-smooth branch boundary"
2,inelastic,1,2,1|1,repeated,8.0,0.00032,-10218825.773415152,-0.04257844072256313,False,-12632571.032442875,resolved,inelastic,elastic|inelastic,False,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",False,"stencil left the nominal 'inelastic' branch (nodes reached 'elastic'), so the difference spans a non-smooth branch boundary"
2,inelastic,1,2,1|1,repeated,4.0,0.00016,-12336363.356218122,-0.05140151398424218,False,-12632571.032442875,resolved,inelastic,elastic|inelastic,False,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",False,"stencil left the nominal 'inelastic' branch (nodes reached 'elastic'), so the difference spans a non-smooth branch boundary"
2,inelastic,1,2,1|1,repeated,2.0,8e-05,-12632571.027756885,-0.05263571261565368,False,-12632571.032442875,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
2,inelastic,1,2,1|1,repeated,1.0,4e-05,-12632571.032419562,-0.05263571263508151,False,-12632571.032442875,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
2,inelastic,1,2,1|1,repeated,0.5,2e-05,-12632571.032044888,-0.05263571263352036,False,-12632571.032442875,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
2,inelastic,1,2,1|1,repeated,0.25,1e-05,-12632571.030735016,-0.05263571262806256,False,-12632571.032442875,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
2,inelastic,1,2,1|1,repeated,0.125,5e-06,-12632571.028259277,-0.05263571261774699,False,-12632571.032442875,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
2,inelastic,1,2,1|1,repeated,0.0625,2.5e-06,-12632571.038619995,-0.05263571266091664,False,-12632571.032442875,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
2,inelastic,2,2,1|1,repeated,16.0,0.00064,-17714104.872133903,-0.07380877030055792,False,-12022165.687480252,resolved,inelastic,elastic|inelastic,False,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",False,"stencil left the nominal 'inelastic' branch (nodes reached 'elastic'), so the difference spans a non-smooth branch boundary"
2,inelastic,2,2,1|1,repeated,8.0,0.00032,-13647948.73401073,-0.056866453058378036,False,-12022165.687480252,resolved,inelastic,elastic|inelastic,False,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",False,"stencil left the nominal 'inelastic' branch (nodes reached 'elastic'), so the difference spans a non-smooth branch boundary"
2,inelastic,2,2,1|1,repeated,4.0,0.00016,-12311111.957196578,-0.05129629982165241,False,-12022165.687480252,resolved,inelastic,elastic|inelastic,False,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",False,"stencil left the nominal 'inelastic' branch (nodes reached 'elastic'), so the difference spans a non-smooth branch boundary"
2,inelastic,2,2,1|1,repeated,2.0,8e-05,-12022165.722068403,-0.05009235717528501,False,-12022165.687480252,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
2,inelastic,2,2,1|1,repeated,1.0,4e-05,-12022165.687621895,-0.05009235703175789,False,-12022165.687480252,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
2,inelastic,2,2,1|1,repeated,0.5,2e-05,-12022165.687590718,-0.05009235703162799,False,-12022165.687480252,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
2,inelastic,2,2,1|1,repeated,0.25,1e-05,-12022165.6875097,-0.05009235703129042,False,-12022165.687480252,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
2,inelastic,2,2,1|1,repeated,0.125,5e-06,-12022165.68386525,-0.0500923570161052,False,-12022165.687480252,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
2,inelastic,2,2,1|1,repeated,0.0625,2.5e-06,-12022165.681642383,-0.05009235700684326,False,-12022165.687480252,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
2,inelastic,3,2,1|1,repeated,16.0,0.00064,28738771.753668163,0.11974488230695067,False,24654736.719923124,resolved,inelastic,elastic|inelastic,False,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",False,"stencil left the nominal 'inelastic' branch (nodes reached 'elastic'), so the difference spans a non-smooth branch boundary"
2,inelastic,3,2,1|1,repeated,8.0,0.00032,23866774.507426865,0.09944489378094527,False,24654736.719923124,resolved,inelastic,elastic|inelastic,False,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",False,"stencil left the nominal 'inelastic' branch (nodes reached 'elastic'), so the difference spans a non-smooth branch boundary"
2,inelastic,3,2,1|1,repeated,4.0,0.00016,24647475.313413937,0.1026978138058914,False,24654736.719923124,resolved,inelastic,elastic|inelastic,False,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",False,"stencil left the nominal 'inelastic' branch (nodes reached 'elastic'), so the difference spans a non-smooth branch boundary"
2,inelastic,3,2,1|1,repeated,2.0,8e-05,24654736.749837246,0.10272806979098852,False,24654736.719923124,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
2,inelastic,3,2,1|1,repeated,1.0,4e-05,24654736.719962716,0.10272806966651132,False,24654736.719923124,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
2,inelastic,3,2,1|1,repeated,0.5,2e-05,24654736.71972531,0.10272806966552213,False,24654736.719923124,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
2,inelastic,3,2,1|1,repeated,0.25,1e-05,24654736.718994856,0.10272806966247856,False,24654736.719923124,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
2,inelastic,3,2,1|1,repeated,0.125,5e-06,24654736.71814251,0.10272806965892713,False,24654736.719923124,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
2,inelastic,3,2,1|1,repeated,0.0625,2.5e-06,24654736.707740784,0.10272806961558659,False,24654736.719923124,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
2,inelastic,4,2,1|1,repeated,16.0,0.00064,2909888.411643997,0.012124535048516653,False,2297504.504403923,resolved,inelastic,elastic|inelastic,False,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",False,"stencil left the nominal 'inelastic' branch (nodes reached 'elastic'), so the difference spans a non-smooth branch boundary"
2,inelastic,4,2,1|1,repeated,8.0,0.00032,2349987.0482865786,0.009791612701194077,False,2297504.504403923,resolved,inelastic,elastic|inelastic,False,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",False,"stencil left the nominal 'inelastic' branch (nodes reached 'elastic'), so the difference spans a non-smooth branch boundary"
2,inelastic,4,2,1|1,repeated,4.0,0.00016,2315149.730679161,0.00964645721116317,False,2297504.504403923,resolved,inelastic,elastic|inelastic,False,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",False,"stencil left the nominal 'inelastic' branch (nodes reached 'elastic'), so the difference spans a non-smooth branch boundary"
2,inelastic,4,2,1|1,repeated,2.0,8e-05,2297504.508445369,0.009572935451855703,False,2297504.504403923,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
2,inelastic,4,2,1|1,repeated,1.0,4e-05,2297504.5044177864,0.00957293543507411,False,2297504.504403923,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
2,inelastic,4,2,1|1,repeated,0.5,2e-05,2297504.504408788,0.009572935435036616,False,2297504.504403923,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
2,inelastic,4,2,1|1,repeated,0.25,1e-05,2297504.504415065,0.00957293543506277,False,2297504.504403923,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
2,inelastic,4,2,1|1,repeated,0.125,5e-06,2297504.504449427,0.009572935435205947,False,2297504.504403923,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
2,inelastic,4,2,1|1,repeated,0.0625,2.5e-06,2297504.5037059784,0.009572935432108243,False,2297504.504403923,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
2,inelastic,1,3,1|1|1,repeated,16.0,0.00064,172757552865.76047,0.7198231369406687,False,22587327245.69626,resolved,inelastic,elastic|inelastic,False,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",False,"stencil left the nominal 'inelastic' branch (nodes reached 'elastic'), so the difference spans a non-smooth branch boundary"
2,inelastic,1,3,1|1|1,repeated,8.0,0.00032,-2507740667.930008,-0.010448919449708367,False,22587327245.69626,resolved,inelastic,elastic|inelastic,False,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",False,"stencil left the nominal 'inelastic' branch (nodes reached 'elastic'), so the difference spans a non-smooth branch boundary"
2,inelastic,1,3,1|1|1,repeated,4.0,0.00016,52826674762.64844,0.2201111448443685,False,22587327245.69626,resolved,inelastic,elastic|inelastic,False,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",False,"stencil left the nominal 'inelastic' branch (nodes reached 'elastic'), so the difference spans a non-smooth branch boundary"
2,inelastic,1,3,1|1|1,repeated,2.0,8e-05,22587353223.029297,0.09411397176262207,False,22587327245.69626,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
2,inelastic,1,3,1|1|1,repeated,1.0,4e-05,22587327660.390625,0.09411386525162761,False,22587327245.69626,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
2,inelastic,1,3,1|1|1,repeated,0.5,2e-05,22587327246.125,0.09411386352552083,False,22587327245.69626,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
2,inelastic,1,3,1|1|1,repeated,0.25,1e-05,22587327361.0,0.09411386400416667,False,22587327245.69626,resolved,inelastic,inelastic,True,,"UMAT_PCLK does not store a signed yield-function value in STATEV, so no distance to the branch surface is available",True,
